,img,label
353,"[0.4447403, 0.4469204, 0.4089144, 0.4824869, 0.4017129, 0.4152372, 0.4341366, 0.5160209, 0.4197182, 0.3609715, 0.6237198, 0.5936526, 0.6126829, 0.2470421]",1
354,"[0.4447404, 0.4469205, 0.4089145, 0.482487, 0.401713, 0.4152373, 0.4341367, 0.516021, 0.4197183, 0.3609716, 0.6237199, 0.5936527, 0.612683, 0.2470422]",1
355,"[0.4447405, 0.4469206, 0.4089146, 0.4824871, 0.4017131, 0.4152374, 0.4341368, 0.5160211, 0.4197184, 0.3609717, 0.62372, 0.5936528, 0.6126831, 0.2470423]",1
356,"[0.4447406, 0.4469207, 0.4089147, 0.4824872, 0.4017132, 0.4152375, 0.4341369, 0.5160212, 0.4197185, 0.3609718, 0.6237201, 0.5936529, 0.6126832, 0.2470424]",1
357,"[0.4447407, 0.4469208, 0.4089148, 0.4824873, 0.4017133, 0.4152376, 0.434137, 0.5160213, 0.4197186, 0.3609719, 0.6237202, 0.593653, 0.6126833, 0.2470425]",1
358,"[0.4447408, 0.4469209, 0.4089149, 0.4824874, 0.4017134, 0.4152377, 0.4341371, 0.5160214, 0.4197187, 0.360972, 0.6237203, 0.5936531, 0.6126834, 0.2470426]",1
359,"[0.4447409, 0.446921, 0.408915, 0.4824875, 0.4017135, 0.4152378, 0.4341372, 0.5160215, 0.4197188, 0.3609721, 0.6237204, 0.5936532, 0.6126835, 0.2470427]",1
360,"[0.444741, 0.4469211, 0.4089151, 0.4824876, 0.4017136, 0.4152379, 0.4341373, 0.5160216, 0.4197189, 0.3609722, 0.6237205, 0.5936533, 0.6126836, 0.2470428]",1
361,"[0.4447411, 0.4469212, 0.4089152, 0.4824877, 0.4017137, 0.415238, 0.4341374, 0.5160217, 0.419719, 0.3609723, 0.6237206, 0.5936534, 0.6126837, 0.2470429]",1
362,"[0.4447412, 0.4469213, 0.4089153, 0.4824878, 0.4017138, 0.4152381, 0.4341375, 0.5160218, 0.4197191, 0.3609724, 0.6237207, 0.5936535, 0.6126838, 0.247043]",1
363,"[0.4496334, 0.4517685, 0.4145753, 0.48864, 0.4046856, 0.4214733, 0.4382438, 0.5208406, 0.41828, 0.3676083, 0.6249003, 0.5968067, 0.6115447, 0.2491166]",1
364,"[0.4496335, 0.4517686, 0.4145754, 0.4886401, 0.4046857, 0.4214734, 0.4382439, 0.5208407, 0.4182801, 0.3676084, 0.6249004, 0.5968068, 0.6115448, 0.2491166]",1
365,"[0.4496336, 0.4517687, 0.4145755, 0.4886402, 0.4046858, 0.4214735, 0.438244, 0.5208408, 0.4182802, 0.3676085, 0.6249005, 0.5968069, 0.6115449, 0.2491167]",1
366,"[0.4496337, 0.4517688, 0.4145756, 0.4886404, 0.4046859, 0.4214736, 0.4382441, 0.5208409, 0.4182803, 0.3676086, 0.6249006, 0.596807, 0.611545, 0.2491169]",1
367,"[0.4496338, 0.451769, 0.4145757, 0.4886405, 0.404686, 0.4214737, 0.4382442, 0.520841, 0.4182804, 0.3676087, 0.6249007, 0.5968071, 0.6115451, 0.249117]",1
368,"[0.4496339, 0.4517691, 0.4145758, 0.4886406, 0.4046861, 0.4214738, 0.4382443, 0.5208411, 0.4182805, 0.3676088, 0.6249008, 0.5968072, 0.6115452, 0.2491171]",1
369,"[0.449634, 0.4517692, 0.4145759, 0.4886407, 0.4046862, 0.4214739, 0.4382444, 0.5208412, 0.4182806, 0.3676089, 0.6249009, 0.5968073, 0.6115453, 0.2491172]",1
370,"[0.4496341, 0.4517693, 0.414576, 0.4886408, 0.4046863, 0.421474, 0.4382445, 0.5208413, 0.4182807, 0.367609, 0.624901, 0.5968074, 0.6115454, 0.2491173]",1
371,"[0.4496342, 0.4517694, 0.4145761, 0.4886409, 0.4046864, 0.4214741, 0.4382446, 0.5208414, 0.4182808, 0.3676091, 0.6249011, 0.5968075, 0.6115455, 0.2491174]",1
372,"[0.4496343, 0.4517695, 0.4145762, 0.488641, 0.4046865, 0.4214742, 0.4382447, 0.5208415, 0.4182809, 0.3676092, 0.6249012, 0.5968076, 0.6115456, 0.2491175]",1
373,"[0.4496344, 0.4517696, 0.4145763, 0.4886411, 0.4046866, 0.4214743, 0.4382448, 0.5208416, 0.418281, 0.3676093, 0.6249013, 0.5968077, 0.6115457, 0.2491175]",1
374,"[0.4403169, 0.4412831, 0.399695, 0.4826413, 0.3911969, 0.4063171, 0.425572, 0.521495, 0.4113894, 0.3515714, 0.6235688, 0.6035942, 0.6170146, 0.2344583]",1
375,"[0.440317, 0.4412832, 0.3996951, 0.4826414, 0.391197, 0.4063172, 0.4255721, 0.5214951, 0.4113895, 0.3515715, 0.6235689, 0.6035943, 0.6170147, 0.2344584]",1
376,"[0.4403171, 0.4412833, 0.3996952, 0.4826415, 0.3911971, 0.4063173, 0.4255722, 0.5214952, 0.4113896, 0.3515716, 0.623569, 0.6035944, 0.6170148, 0.2344585]",1
377,"[0.4403172, 0.4412834, 0.3996953, 0.4826416, 0.3911972, 0.4063174, 0.4255723, 0.5214953, 0.4113897, 0.3515717, 0.6235691, 0.6035945, 0.6170149, 0.2344586]",1
378,"[0.4403173, 0.4412835, 0.3996954, 0.4826417, 0.3911973, 0.4063175, 0.4255724, 0.5214954, 0.4113898, 0.3515718, 0.6235692, 0.6035946, 0.617015, 0.2344587]",1
379,"[0.4403174, 0.4412836, 0.3996955, 0.4826418, 0.3911974, 0.4063176, 0.4255725, 0.5214955, 0.4113899, 0.3515719, 0.6235693, 0.6035947, 0.6170151, 0.2344588]",1
380,"[0.4403175, 0.4412837, 0.3996956, 0.4826419, 0.3911975, 0.4063177, 0.4255726, 0.5214956, 0.41139, 0.351572, 0.6235694, 0.6035948, 0.6170152, 0.2344589]",1
381,"[0.4403176, 0.4412838, 0.3996957, 0.482642, 0.3911976, 0.4063178, 0.4255727, 0.5214957, 0.4113901, 0.3515721, 0.6235695, 0.6035949, 0.6170153, 0.234459]",1
382,"[0.4403177, 0.4412839, 0.3996958, 0.4826421, 0.3911977, 0.4063179, 0.4255728, 0.5214958, 0.4113902, 0.3515722, 0.6235696, 0.603595, 0.6170154, 0.2344591]",1
383,"[0.4403178, 0.441284, 0.3996959, 0.4826422, 0.3911978, 0.406318, 0.4255729, 0.5214959, 0.4113903, 0.3515723, 0.6235697, 0.6035951, 0.6170155, 0.2344592]",1
384,"[0.4403179, 0.4412841, 0.399696, 0.4826423, 0.3911979, 0.4063181, 0.425573, 0.521496, 0.4113904, 0.3515724, 0.6235698, 0.6035952, 0.6170156, 0.2344593]",1
385,"[0.4269157, 0.4393226, 0.3895952, 0.4776566, 0.3837306, 0.4050621, 0.4185148, 0.5151852, 0.408603, 0.3558468, 0.6152459, 0.6021329, 0.6096102, 0.2445038]",1
386,"[0.4269158, 0.4393227, 0.3895953, 0.4776567, 0.3837307, 0.4050622, 0.4185149, 0.5151853, 0.4086031, 0.3558469, 0.615246, 0.602133, 0.6096103, 0.2445039]",1
387,"[0.4269159, 0.4393228, 0.3895954, 0.4776568, 0.3837308, 0.4050623, 0.418515, 0.5151854, 0.4086032, 0.355847, 0.6152461, 0.6021331, 0.6096104, 0.244504]",1
388,"[0.426916, 0.4393229, 0.3895955, 0.4776569, 0.3837309, 0.4050624, 0.4185151, 0.5151855, 0.4086033, 0.3558471, 0.6152462, 0.6021332, 0.6096105, 0.2445041]",1
389,"[0.4269161, 0.439323, 0.3895956, 0.477657, 0.383731, 0.4050625, 0.4185152, 0.5151856, 0.4086034, 0.3558472, 0.6152463, 0.6021333, 0.6096106, 0.2445042]",1
390,"[0.4269162, 0.4393231, 0.3895957, 0.4776571, 0.3837311, 0.4050626, 0.4185153, 0.5151857, 0.4086035, 0.3558473, 0.6152464, 0.6021334, 0.6096107, 0.2445043]",1
391,"[0.4269163, 0.4393232, 0.3895958, 0.4776572, 0.3837312, 0.4050627, 0.4185154, 0.5151857, 0.4086036, 0.3558474, 0.6152465, 0.6021335, 0.6096108, 0.2445044]",1
392,"[0.4269164, 0.4393233, 0.3895959, 0.4776573, 0.3837313, 0.4050628, 0.4185155, 0.5151859, 0.4086037, 0.3558475, 0.6152466, 0.6021336, 0.6096109, 0.2445045]",1
393,"[0.4269165, 0.4393234, 0.389596, 0.4776574, 0.3837314, 0.4050629, 0.4185156, 0.515186, 0.4086038, 0.3558476, 0.6152467, 0.6021337, 0.609611, 0.2445046]",1
394,"[0.4269166, 0.4393235, 0.3895961, 0.4776575, 0.3837315, 0.405063, 0.4185157, 0.5151861, 0.4086039, 0.3558477, 0.6152468, 0.6021338, 0.6096111, 0.2445047]",1
395,"[0.4269167, 0.4393236, 0.3895962, 0.4776576, 0.3837316, 0.4050631, 0.4185158, 0.5151862, 0.408604, 0.3558478, 0.6152469, 0.6021339, 0.6096112, 0.2445048]",1
396,"[0.611863, 0.5456708, 0.5065106, 0.6241032, 0.5015135, 0.4436465, 0.5471162, 0.6766629, 0.5606766, 0.3304254, 0.8923784, 0.8291915, 0.9069437, 0.1569951]",1
397,"[0.6118631, 0.5456709, 0.5065107, 0.6241033, 0.5015136, 0.4436466, 0.5471163, 0.676663, 0.5606767, 0.3304255, 0.8923785, 0.8291916, 0.9069438, 0.1569952]",1
398,"[0.6118632, 0.545671, 0.5065108, 0.6241034, 0.5015137, 0.4436467, 0.5471164, 0.6766631, 0.5606768, 0.3304256, 0.8923786, 0.8291917, 0.9069439, 0.1569953]",1
399,"[0.6118633, 0.5456711, 0.5065109, 0.6241035, 0.5015138, 0.4436468, 0.5471165, 0.6766632, 0.5606769, 0.3304257, 0.8923787, 0.8291918, 0.906944, 0.1569954]",1
400,"[0.6118634, 0.5456712, 0.506511, 0.6241036, 0.5015139, 0.4436469, 0.5471166, 0.6766633, 0.560677, 0.3304258, 0.8923788, 0.8291919, 0.9069441, 0.1569955]",1
401,"[0.6118635, 0.5456713, 0.5065111, 0.6241037, 0.501514, 0.443647, 0.5471167, 0.6766634, 0.5606771, 0.3304259, 0.8923789, 0.829192, 0.9069442, 0.1569956]",1
402,"[0.6118636, 0.5456714, 0.5065112, 0.6241038, 0.5015141, 0.4436471, 0.5471168, 0.6766635, 0.5606772, 0.330426, 0.892379, 0.8291921, 0.9069443, 0.1569957]",1
403,"[0.6118637, 0.5456715, 0.5065113, 0.6241039, 0.5015142, 0.4436472, 0.5471169, 0.6766636, 0.5606773, 0.3304261, 0.8923791, 0.8291922, 0.9069444, 0.1569958]",1
404,"[0.6118638, 0.5456716, 0.5065114, 0.624104, 0.5015143, 0.4436473, 0.547117, 0.6766637, 0.5606774, 0.3304262, 0.8923792, 0.8291923, 0.9069445, 0.1569959]",1
405,"[0.6118639, 0.5456717, 0.5065115, 0.6241041, 0.5015144, 0.4436474, 0.5471171, 0.6766638, 0.5606775, 0.3304263, 0.8923793, 0.8291924, 0.9069446, 0.156996]",1
406,"[0.611864, 0.5456718, 0.5065116, 0.6241042, 0.5015145, 0.4436475, 0.5471172, 0.6766639, 0.5606776, 0.3304264, 0.8923794, 0.8291925, 0.9069447, 0.1569961]",1
407,"[0.5660357, 0.5263202, 0.4611595, 0.6025897, 0.4548912, 0.4286242, 0.4980225, 0.6514724, 0.4983378, 0.3208725, 0.8066014, 0.7524006, 0.844938, 0.1403439]",1
408,"[0.5660358, 0.5263203, 0.4611596, 0.6025898, 0.4548913, 0.4286243, 0.4980226, 0.6514725, 0.4983379, 0.3208726, 0.8066015, 0.7524007, 0.8449381, 0.140344]",1
409,"[0.5660359, 0.5263204, 0.4611597, 0.6025899, 0.4548914, 0.4286244, 0.4980227, 0.6514726, 0.498338, 0.3208727, 0.8066016, 0.7524008, 0.8449382, 0.1403441]",1
410,"[0.566036, 0.5263205, 0.4611598, 0.60259, 0.4548915, 0.4286245, 0.4980228, 0.6514727, 0.4983381, 0.3208728, 0.8066017, 0.7524009, 0.8449383, 0.1403442]",1
411,"[0.5660361, 0.5263206, 0.4611599, 0.6025901, 0.4548916, 0.4286246, 0.4980229, 0.6514728, 0.4983382, 0.3208729, 0.8066018, 0.752401, 0.8449384, 0.1403443]",1
412,"[0.5660362, 0.5263207, 0.46116, 0.6025902, 0.4548917, 0.4286247, 0.498023, 0.6514729, 0.4983383, 0.320873, 0.8066019, 0.7524011, 0.8449385, 0.1403444]",1
413,"[0.5660363, 0.5263208, 0.4611601, 0.6025903, 0.4548918, 0.4286248, 0.4980231, 0.651473, 0.4983384, 0.3208731, 0.806602, 0.7524011, 0.8449386, 0.1403445]",1
414,"[0.5660364, 0.5263209, 0.4611602, 0.6025904, 0.4548919, 0.4286249, 0.4980232, 0.6514731, 0.4983385, 0.3208732, 0.8066021, 0.7524013, 0.8449387, 0.1403446]",1
415,"[0.5660365, 0.526321, 0.4611603, 0.6025905, 0.454892, 0.428625, 0.4980233, 0.6514732, 0.4983386, 0.3208733, 0.8066022, 0.7524013, 0.8449388, 0.1403447]",1
416,"[0.5660366, 0.5263211, 0.4611604, 0.6025906, 0.4548921, 0.4286251, 0.4980234, 0.6514733, 0.4983387, 0.3208734, 0.8066023, 0.7524015, 0.8449389, 0.1403448]",1
417,"[0.5660367, 0.5263212, 0.4611605, 0.6025907, 0.4548922, 0.4286252, 0.4980235, 0.6514734, 0.4983388, 0.3208735, 0.8066024, 0.7524015, 0.844939, 0.1403449]",1
418,"[0.5289076, 0.5395806, 0.4178046, 0.6220835, 0.4143613, 0.44469, 0.4608356, 0.6886021, 0.4540084, 0.3402427, 0.8105795, 0.8361918, 0.7823072, 0.1594237]",1
419,"[0.5289077, 0.5395807, 0.4178047, 0.6220836, 0.4143614, 0.4446901, 0.4608357, 0.6886022, 0.4540085, 0.3402428, 0.8105796, 0.8361919, 0.7823073, 0.1594238]",1
420,"[0.5289078, 0.5395808, 0.4178048, 0.6220837, 0.4143615, 0.4446902, 0.4608358, 0.6886023, 0.4540086, 0.3402429, 0.8105797, 0.836192, 0.7823074, 0.1594239]",1
421,"[0.5289079, 0.5395809, 0.4178049, 0.6220838, 0.4143616, 0.4446903, 0.4608359, 0.6886024, 0.4540087, 0.340243, 0.8105798, 0.8361921, 0.7823075, 0.159424]",1
422,"[0.528908, 0.539581, 0.417805, 0.6220839, 0.4143617, 0.4446904, 0.460836, 0.6886025, 0.4540088, 0.3402431, 0.8105799, 0.8361922, 0.7823076, 0.1594241]",1
423,"[0.5289081, 0.5395811, 0.4178051, 0.622084, 0.4143618, 0.4446905, 0.4608361, 0.6886026, 0.4540089, 0.3402432, 0.81058, 0.8361923, 0.7823077, 0.1594242]",1
424,"[0.5289082, 0.5395812, 0.4178052, 0.6220841, 0.4143619, 0.4446906, 0.4608362, 0.6886027, 0.454009, 0.3402433, 0.8105801, 0.8361924, 0.7823078, 0.1594243]",1
425,"[0.5289083, 0.5395813, 0.4178053, 0.6220842, 0.414362, 0.4446907, 0.4608363, 0.6886028, 0.4540091, 0.3402434, 0.8105802, 0.8361925, 0.7823079, 0.1594244]",1
426,"[0.5289084, 0.5395814, 0.4178054, 0.6220843, 0.4143621, 0.4446908, 0.4608364, 0.6886029, 0.4540092, 0.3402435, 0.8105803, 0.8361926, 0.782308, 0.1594245]",1
427,"[0.5289085, 0.5395815, 0.4178055, 0.6220844, 0.4143622, 0.4446909, 0.4608365, 0.688603, 0.4540093, 0.3402436, 0.8105804, 0.8361927, 0.7823081, 0.1594246]",1
428,"[0.5289086, 0.5395816, 0.4178056, 0.6220845, 0.4143623, 0.444691, 0.4608366, 0.6886031, 0.4540094, 0.3402437, 0.8105805, 0.8361928, 0.7823082, 0.1594247]",1
429,"[0.6203998, 0.5264191, 0.5111564, 0.6072364, 0.5066691, 0.4350453, 0.5432664, 0.6766383, 0.5462027, 0.3415634, 0.9139241, 0.827918, 0.8432797, 0.1666665]",1
430,"[0.6203998, 0.5264192, 0.5111565, 0.6072365, 0.5066692, 0.4350454, 0.5432665, 0.6766384, 0.5462028, 0.3415635, 0.9139242, 0.8279181, 0.8432798, 0.1666666]",1
431,"[0.6204, 0.5264193, 0.5111566, 0.6072366, 0.5066693, 0.4350455, 0.5432666, 0.6766385, 0.5462029, 0.3415636, 0.9139243, 0.8279182, 0.8432799, 0.1666667]",1
432,"[0.6204, 0.5264194, 0.5111567, 0.6072367, 0.5066694, 0.4350456, 0.5432667, 0.6766386, 0.546203, 0.3415637, 0.9139244, 0.8279183, 0.84328, 0.1666668]",1
433,"[0.6204002, 0.5264195, 0.5111568, 0.6072368, 0.5066695, 0.4350457, 0.5432668, 0.6766387, 0.5462031, 0.3415638, 0.9139245, 0.8279184, 0.8432801, 0.1666669]",1
434,"[0.6204002, 0.5264196, 0.5111569, 0.6072369, 0.5066696, 0.4350458, 0.5432669, 0.6766388, 0.5462032, 0.3415639, 0.9139246, 0.8279185, 0.8432802, 0.166667]",1
435,"[0.6204003, 0.5264197, 0.511157, 0.607237, 0.5066697, 0.4350459, 0.543267, 0.6766389, 0.5462033, 0.341564, 0.9139247, 0.8279186, 0.8432803, 0.1666671]",1
436,"[0.6204004, 0.5264198, 0.5111571, 0.6072371, 0.5066698, 0.435046, 0.5432671, 0.676639, 0.5462034, 0.3415641, 0.9139248, 0.8279187, 0.8432804, 0.1666672]",1
437,"[0.6204005, 0.5264199, 0.5111572, 0.6072372, 0.5066699, 0.4350461, 0.5432672, 0.6766391, 0.5462035, 0.3415642, 0.9139249, 0.8279188, 0.8432805, 0.1666673]",1
438,"[0.6204006, 0.52642, 0.5111573, 0.6072373, 0.50667, 0.4350462, 0.5432673, 0.6766392, 0.5462036, 0.3415643, 0.913925, 0.8279189, 0.8432806, 0.1666674]",1
439,"[0.6204007, 0.5264201, 0.5111574, 0.6072374, 0.5066701, 0.4350463, 0.5432674, 0.6766393, 0.5462037, 0.3415644, 0.9139251, 0.827919, 0.8432807, 0.1666675]",1
440,"[0.4487482, 0.5050107, 0.4073167, 0.5373382, 0.4103669, 0.4652456, 0.4341776, 0.5768238, 0.4432595, 0.4079143, 0.6523071, 0.6934593, 0.6574603, 0.317024]",1
441,"[0.4487483, 0.5050108, 0.4073168, 0.5373383, 0.410367, 0.4652457, 0.4341777, 0.5768239, 0.4432596, 0.4079144, 0.6523072, 0.6934594, 0.6574604, 0.3170241]",1
442,"[0.4487484, 0.5050109, 0.4073169, 0.5373384, 0.4103671, 0.4652458, 0.4341778, 0.576824, 0.4432597, 0.4079145, 0.6523073, 0.6934595, 0.6574605, 0.3170242]",1
443,"[0.4487485, 0.505011, 0.407317, 0.5373385, 0.4103672, 0.4652459, 0.4341779, 0.5768241, 0.4432598, 0.4079146, 0.6523074, 0.6934596, 0.6574606, 0.3170243]",1
444,"[0.4487486, 0.5050111, 0.4073171, 0.5373386, 0.4103673, 0.465246, 0.434178, 0.5768242, 0.4432599, 0.4079147, 0.6523075, 0.6934597, 0.6574607, 0.3170244]",1
445,"[0.4487487, 0.5050112, 0.4073172, 0.5373387, 0.4103674, 0.4652461, 0.4341781, 0.5768243, 0.44326, 0.4079148, 0.6523076, 0.6934598, 0.6574608, 0.3170245]",1
446,"[0.4487488, 0.5050113, 0.4073173, 0.5373388, 0.4103675, 0.4652462, 0.4341782, 0.5768243, 0.4432601, 0.4079149, 0.6523077, 0.6934598, 0.6574608, 0.3170246]",1
447,"[0.4487489, 0.5050114, 0.4073174, 0.5373389, 0.4103676, 0.4652463, 0.4341783, 0.5768245, 0.4432602, 0.4079151, 0.6523078, 0.69346, 0.657461, 0.3170247]",1
448,"[0.448749, 0.5050115, 0.4073175, 0.537339, 0.4103677, 0.4652464, 0.4341784, 0.5768245, 0.4432603, 0.4079152, 0.6523079, 0.69346, 0.657461, 0.3170248]",1
449,"[0.4487491, 0.5050116, 0.4073176, 0.5373391, 0.4103678, 0.4652465, 0.4341785, 0.5768247, 0.4432604, 0.4079153, 0.652308, 0.6934602, 0.6574612, 0.3170249]",1
450,"[0.4487492, 0.5050117, 0.4073177, 0.5373392, 0.4103679, 0.4652466, 0.4341786, 0.5768247, 0.4432605, 0.4079154, 0.6523081, 0.6934603, 0.6574612, 0.317025]",1
451,"[0.4102533, 0.5068481, 0.370824, 0.5420558, 0.3735389, 0.4675325, 0.4025236, 0.5858168, 0.4101198, 0.4169931, 0.6301848, 0.70245, 0.6282955, 0.3214366]",1
452,"[0.4102534, 0.5068482, 0.3708241, 0.5420559, 0.373539, 0.4675326, 0.4025237, 0.5858169, 0.4101199, 0.4169932, 0.6301849, 0.7024501, 0.6282956, 0.3214367]",1
453,"[0.4102535, 0.5068483, 0.3708242, 0.542056, 0.3735391, 0.4675327, 0.4025238, 0.585817, 0.41012, 0.4169933, 0.630185, 0.7024502, 0.6282957, 0.3214368]",1
454,"[0.4102536, 0.5068484, 0.3708243, 0.5420561, 0.3735392, 0.4675328, 0.4025239, 0.5858171, 0.4101201, 0.4169934, 0.6301851, 0.7024503, 0.6282958, 0.3214369]",1
455,"[0.4102537, 0.5068485, 0.3708244, 0.5420562, 0.3735393, 0.4675329, 0.402524, 0.5858172, 0.4101202, 0.4169935, 0.6301852, 0.7024504, 0.6282959, 0.3214371]",1
456,"[0.4102538, 0.5068486, 0.3708245, 0.5420563, 0.3735394, 0.467533, 0.4025241, 0.5858173, 0.4101203, 0.4169936, 0.6301853, 0.7024505, 0.628296, 0.3214372]",1
457,"[0.4102539, 0.5068487, 0.3708246, 0.5420564, 0.3735395, 0.4675331, 0.4025242, 0.5858174, 0.4101204, 0.4169937, 0.6301853, 0.7024506, 0.6282961, 0.3214373]",1
458,"[0.410254, 0.5068488, 0.3708247, 0.5420565, 0.3735397, 0.4675332, 0.4025243, 0.5858175, 0.4101205, 0.4169938, 0.6301855, 0.7024507, 0.6282962, 0.3214374]",1
459,"[0.4102541, 0.5068489, 0.3708248, 0.5420566, 0.3735398, 0.4675333, 0.4025244, 0.5858176, 0.4101206, 0.4169939, 0.6301855, 0.7024508, 0.6282963, 0.3214375]",1
460,"[0.4102542, 0.506849, 0.3708249, 0.5420567, 0.3735399, 0.4675334, 0.4025245, 0.5858177, 0.4101207, 0.416994, 0.6301857, 0.7024509, 0.6282964, 0.3214376]",1
461,"[0.4102543, 0.5068491, 0.370825, 0.5420568, 0.37354, 0.4675335, 0.4025246, 0.5858178, 0.4101208, 0.4169941, 0.6301857, 0.702451, 0.6282965, 0.3214377]",1
462,"[0.4072118, 0.511907, 0.3662867, 0.5500753, 0.366532, 0.4709475, 0.3974789, 0.5962226, 0.4026133, 0.4174904, 0.6142728, 0.6990168, 0.6200935, 0.3206094]",1
463,"[0.4072119, 0.5119071, 0.3662868, 0.5500754, 0.3665321, 0.4709476, 0.397479, 0.5962227, 0.4026134, 0.4174905, 0.6142729, 0.6990169, 0.6200936, 0.3206095]",1
464,"[0.407212, 0.5119072, 0.3662869, 0.5500755, 0.3665322, 0.4709477, 0.3974791, 0.5962228, 0.4026135, 0.4174906, 0.614273, 0.699017, 0.6200937, 0.3206096]",1
465,"[0.4072121, 0.5119073, 0.366287, 0.5500756, 0.3665323, 0.4709478, 0.3974792, 0.5962229, 0.4026136, 0.4174907, 0.6142731, 0.6990171, 0.6200938, 0.3206097]",1
466,"[0.4072122, 0.5119074, 0.3662871, 0.5500757, 0.3665324, 0.4709479, 0.3974793, 0.596223, 0.4026137, 0.4174908, 0.6142732, 0.6990172, 0.6200939, 0.3206098]",1
467,"[0.4072124, 0.5119075, 0.3662872, 0.5500758, 0.3665325, 0.470948, 0.3974794, 0.5962231, 0.4026138, 0.4174909, 0.6142733, 0.6990173, 0.620094, 0.3206099]",1
468,"[0.4072125, 0.5119076, 0.3662873, 0.5500759, 0.3665326, 0.4709481, 0.3974795, 0.5962232, 0.4026139, 0.417491, 0.6142734, 0.6990174, 0.6200941, 0.32061]",1
469,"[0.4072126, 0.5119077, 0.3662874, 0.550076, 0.3665327, 0.4709482, 0.3974796, 0.5962233, 0.4026141, 0.4174911, 0.6142735, 0.6990175, 0.6200942, 0.3206101]",1
470,"[0.4072127, 0.5119078, 0.3662875, 0.5500761, 0.3665328, 0.4709483, 0.3974797, 0.5962234, 0.4026142, 0.4174912, 0.6142736, 0.6990176, 0.6200943, 0.3206102]",1
471,"[0.4072128, 0.5119079, 0.3662876, 0.5500762, 0.3665329, 0.4709484, 0.3974798, 0.5962235, 0.4026143, 0.4174913, 0.6142737, 0.6990177, 0.6200944, 0.3206103]",1
472,"[0.4072129, 0.511908, 0.3662877, 0.5500763, 0.366533, 0.4709485, 0.3974799, 0.5962236, 0.4026144, 0.4174914, 0.6142738, 0.6990178, 0.6200945, 0.3206104]",1
473,"[0.3955833, 0.5212143, 0.3578714, 0.551321, 0.3596774, 0.4743427, 0.3927142, 0.586414, 0.4039675, 0.4146079, 0.6136422, 0.6994968, 0.6250511, 0.318134]",1
474,"[0.3955834, 0.5212144, 0.3578715, 0.5513211, 0.3596775, 0.4743428, 0.3927143, 0.5864141, 0.4039676, 0.414608, 0.6136423, 0.6994969, 0.6250512, 0.3181341]",1
475,"[0.3955835, 0.5212145, 0.3578716, 0.5513212, 0.3596776, 0.4743429, 0.3927144, 0.5864142, 0.4039677, 0.4146081, 0.6136424, 0.699497, 0.6250513, 0.3181342]",1
476,"[0.3955836, 0.5212146, 0.3578717, 0.5513213, 0.3596777, 0.474343, 0.3927145, 0.5864143, 0.4039678, 0.4146082, 0.6136425, 0.6994971, 0.6250514, 0.3181343]",1
477,"[0.3955837, 0.5212147, 0.3578718, 0.5513214, 0.3596778, 0.4743431, 0.3927146, 0.5864144, 0.4039679, 0.4146083, 0.6136426, 0.6994972, 0.6250515, 0.3181344]",1
478,"[0.3955838, 0.5212148, 0.3578719, 0.5513215, 0.3596779, 0.4743432, 0.3927147, 0.5864145, 0.403968, 0.4146084, 0.6136427, 0.6994973, 0.6250516, 0.3181345]",1
479,"[0.3955839, 0.5212149, 0.357872, 0.5513216, 0.359678, 0.4743433, 0.3927148, 0.5864146, 0.4039681, 0.4146085, 0.6136428, 0.6994974, 0.6250517, 0.3181346]",1
480,"[0.395584, 0.521215, 0.3578721, 0.5513217, 0.3596781, 0.4743434, 0.3927149, 0.5864147, 0.4039682, 0.4146086, 0.6136429, 0.6994975, 0.6250518, 0.3181347]",1
481,"[0.3955841, 0.5212151, 0.3578722, 0.5513218, 0.3596782, 0.4743435, 0.392715, 0.5864148, 0.4039683, 0.4146087, 0.613643, 0.6994976, 0.6250519, 0.3181348]",1
482,"[0.3955842, 0.5212152, 0.3578723, 0.5513219, 0.3596783, 0.4743436, 0.3927151, 0.5864149, 0.4039684, 0.4146088, 0.6136431, 0.6994977, 0.625052, 0.3181349]",1
483,"[0.3955843, 0.5212153, 0.3578724, 0.551322, 0.3596784, 0.4743437, 0.3927152, 0.586415, 0.4039685, 0.4146089, 0.6136432, 0.6994978, 0.6250521, 0.318135]",1
484,"[0.3981175, 0.5029185, 0.3597136, 0.5393407, 0.3631348, 0.460496, 0.3925647, 0.5862148, 0.4023859, 0.4099603, 0.6162447, 0.7034892, 0.6223837, 0.3163203]",1
485,"[0.3981176, 0.5029186, 0.3597137, 0.5393408, 0.3631349, 0.4604961, 0.3925648, 0.5862149, 0.402386, 0.4099604, 0.6162448, 0.7034893, 0.6223838, 0.3163204]",1
486,"[0.3981177, 0.5029187, 0.3597138, 0.5393409, 0.363135, 0.4604962, 0.3925649, 0.586215, 0.4023861, 0.4099605, 0.6162449, 0.7034894, 0.6223839, 0.3163205]",1
487,"[0.3981178, 0.5029188, 0.3597139, 0.539341, 0.3631351, 0.4604963, 0.392565, 0.5862151, 0.4023862, 0.4099606, 0.616245, 0.7034895, 0.622384, 0.3163206]",1
488,"[0.3981179, 0.5029189, 0.359714, 0.5393411, 0.3631352, 0.4604964, 0.3925651, 0.5862152, 0.4023863, 0.4099607, 0.6162451, 0.7034896, 0.6223841, 0.3163207]",1
